Date,Sales,Region
11/09/2019,1746,east
11/09/2019,1668,west
12/09/2019,1797,north
12/09/2019,1545,south
12/09/2019,1701,east
12/09/2019,1578,west
13/09/2019,1626,north
13/09/2019,1512,south
13/09/2019,1788,east
13/09/2019,1671,west
14/09/2019,1728,north
14/09/2019,1653,south
14/09/2019,1644,east
14/09/2019,1734,west
15/09/2019,1746,north
15/09/2019,1524,south
15/09/2019,1611,east
15/09/2019,1626,west
16/09/2019,1668,north
16/09/2019,1734,south
16/09/2019,1797,east
16/09/2019,1725,west
17/09/2019,1656,north
17/09/2019,1530,south
17/09/2019,1695,east
17/09/2019,1656,west
18/09/2019,1797,north
18/09/2019,1515,south
18/09/2019,1638,east
18/09/2019,1797,west
19/09/2019,1800,north
19/09/2019,1560,south
19/09/2019,1506,east
19/09/2019,1581,west
20/09/2019,1515,north
20/09/2019,1527,south
20/09/2019,1758,east
20/09/2019,1638,west
21/09/2019,1605,north
21/09/2019,1716,south
21/09/2019,1569,east
21/09/2019,1674,west
22/09/2019,1632,north
22/09/2019,1734,south
22/09/2019,1530,east
22/09/2019,1689,west
23/09/2019,1641,north
23/09/2019,1779,south
23/09/2019,1659,east
23/09/2019,1797,west
24/09/2019,1767,north
24/09/2019,1755,south
24/09/2019,1602,east
24/09/2019,1524,west
25/09/2019,1794,north
25/09/2019,1626,south
25/09/2019,1617,east
25/09/2019,1773,west
26/09/2019,1719,north
26/09/2019,1509,south
26/09/2019,1686,east
26/09/2019,1668,west
27/09/2019,1731,north
27/09/2019,1590,south
27/09/2019,1728,east
27/09/2019,1722,west
28/09/2019,1548,north
28/09/2019,1599,south
28/09/2019,1605,east
28/09/2019,1671,west
29/09/2019,1512,north
29/09/2019,1650,south
29/09/2019,1614,east
29/09/2019,1674,west
30/09/2019,1638,north
30/09/2019,1731,south
30/09/2019,1716,east
30/09/2019,1566,west
1/10/2019,1707,north
1/10/2019,1554,south
1/10/2019,1632,east
1/10/2019,1584,west
2/10/2019,1653,north
2/10/2019,1770,south
2/10/2019,1758,east
2/10/2019,1569,west
3/10/2019,1797,north
3/10/2019,1551,south
3/10/2019,1677,east
3/10/2019,1599,west
4/10/2019,1512,north
4/10/2019,1635,south
4/10/2019,1749,east
4/10/2019,1689,west
5/10/2019,1614,north
5/10/2019,1527,south
5/10/2019,1521,east
5/10/2019,1725,west
6/10/2019,1587,north
6/10/2019,1701,south
6/10/2019,1566,east
6/10/2019,1752,west
7/10/2019,1668,north
7/10/2019,1686,south
7/10/2019,1611,east
7/10/2019,1569,west
8/10/2019,1599,north
8/10/2019,1539,south
8/10/2019,1611,east
8/10/2019,1605,west
9/10/2019,1680,north
9/10/2019,1704,south
9/10/2019,1689,east
9/10/2019,1644,west
10/10/2019,1701,north
10/10/2019,1560,south
10/10/2019,1791,east
10/10/2019,1698,west
11/10/2019,1539,north
11/10/2019,1542,south
11/10/2019,1704,east
11/10/2019,1728,west
12/10/2019,1590,north
12/10/2019,1743,south
12/10/2019,1569,east
12/10/2019,1722,west
13/10/2019,1545,north
13/10/2019,1533,south
13/10/2019,1674,east
13/10/2019,1704,west
14/10/2019,1524,north
14/10/2019,1578,south
14/10/2019,1692,east
14/10/2019,1635,west
15/10/2019,1782,north
15/10/2019,1587,south
15/10/2019,1638,east
15/10/2019,1752,west
16/10/2019,1542,north
16/10/2019,1608,south
16/10/2019,1683,east
16/10/2019,1596,west
17/10/2019,1527,north
17/10/2019,1737,south
17/10/2019,1671,east
17/10/2019,1662,west
18/10/2019,1518,north
18/10/2019,1746,south
18/10/2019,1590,east
18/10/2019,1710,west
19/10/2019,1647,north
19/10/2019,1737,south
19/10/2019,1761,east
19/10/2019,1587,west
20/10/2019,1701,north
20/10/2019,1524,south
20/10/2019,1677,east
20/10/2019,1725,west
21/10/2019,1653,north
21/10/2019,1686,south
21/10/2019,1698,east
21/10/2019,1560,west
22/10/2019,1515,north
22/10/2019,1734,south
22/10/2019,1551,east
22/10/2019,1713,west
23/10/2019,1758,north
23/10/2019,1644,south
23/10/2019,1758,east
23/10/2019,1641,west
24/10/2019,1617,north
24/10/2019,1611,south
24/10/2019,1788,east
24/10/2019,1602,west
25/10/2019,1638,north
25/10/2019,1620,south
25/10/2019,1665,east
25/10/2019,1500,west
26/10/2019,1671,north
26/10/2019,1566,south
26/10/2019,1740,east
26/10/2019,1599,west
27/10/2019,1710,north
27/10/2019,1668,south
27/10/2019,1740,east
27/10/2019,1698,west
28/10/2019,1503,north
28/10/2019,1689,south
28/10/2019,1626,east
28/10/2019,1674,west
29/10/2019,1542,north
29/10/2019,1692,south
29/10/2019,1719,east
29/10/2019,1512,west
30/10/2019,1731,north
30/10/2019,1644,south
30/10/2019,1746,east
30/10/2019,1689,west
31/10/2019,1800,north
31/10/2019,1527,south
31/10/2019,1533,east
31/10/2019,1800,west
1/11/2019,1644,north
1/11/2019,1500,south
1/11/2019,1800,east
1/11/2019,1767,west
2/11/2019,1791,north
2/11/2019,1776,south
2/11/2019,1596,east
2/11/2019,1734,west
3/11/2019,1542,north
3/11/2019,1608,south
3/11/2019,1617,east
3/11/2019,1623,west
4/11/2019,1674,north
4/11/2019,1782,south
4/11/2019,1680,east
4/11/2019,1512,west
5/11/2019,1500,north
5/11/2019,1668,south
5/11/2019,1758,east
5/11/2019,1533,west
6/11/2019,1785,north
6/11/2019,1533,south
6/11/2019,1659,east
6/11/2019,1506,west
7/11/2019,1656,north
7/11/2019,1728,south
7/11/2019,1728,east
7/11/2019,1713,west
8/11/2019,1797,north
8/11/2019,1686,south
8/11/2019,1584,east
8/11/2019,1713,west
9/11/2019,1665,north
9/11/2019,1557,south
9/11/2019,1656,east
9/11/2019,1767,west
10/11/2019,1515,north
10/11/2019,1761,south
10/11/2019,1767,east
10/11/2019,1641,west
11/11/2019,1584,north
11/11/2019,1545,south
11/11/2019,1695,east
11/11/2019,1761,west
12/11/2019,1701,north
12/11/2019,1767,south
12/11/2019,1632,east
12/11/2019,1704,west
13/11/2019,1599,north
13/11/2019,1509,south
13/11/2019,1728,east
13/11/2019,1683,west
14/11/2019,1740,north
14/11/2019,1626,south
14/11/2019,1572,east
14/11/2019,1716,west
15/11/2019,1641,north
15/11/2019,1560,south
15/11/2019,1614,east
15/11/2019,1605,west
16/11/2019,1503,north
16/11/2019,1638,south
16/11/2019,1662,east
16/11/2019,1653,west
17/11/2019,1734,north
17/11/2019,1599,south
17/11/2019,1515,east
17/11/2019,1608,west
18/11/2019,1566,north
18/11/2019,1734,south
18/11/2019,1719,east
18/11/2019,1773,west
19/11/2019,1791,north
19/11/2019,1779,south
19/11/2019,1641,east
19/11/2019,1617,west
20/11/2019,1533,north
20/11/2019,1527,south
20/11/2019,1512,east
20/11/2019,1515,west
21/11/2019,1734,north
21/11/2019,1668,south
21/11/2019,1665,east
21/11/2019,1644,west
22/11/2019,1767,north
22/11/2019,1647,south
22/11/2019,1665,east
22/11/2019,1776,west
23/11/2019,1665,north
23/11/2019,1632,south
23/11/2019,1521,east
23/11/2019,1659,west
24/11/2019,1623,north
24/11/2019,1698,south
24/11/2019,1596,east
24/11/2019,1674,west
25/11/2019,1749,north
25/11/2019,1536,south
25/11/2019,1734,east
25/11/2019,1716,west
26/11/2019,1599,north
26/11/2019,1500,south
26/11/2019,1518,east
26/11/2019,1584,west
27/11/2019,1551,north
27/11/2019,1701,south
27/11/2019,1689,east
27/11/2019,1746,west
28/11/2019,1725,north
28/11/2019,1776,south
28/11/2019,1707,east
28/11/2019,1794,west
29/11/2019,1641,north
29/11/2019,1653,south
29/11/2019,1716,east
29/11/2019,1776,west
30/11/2019,1797,north
30/11/2019,1782,south
30/11/2019,1653,east
30/11/2019,1596,west
1/12/2019,1704,north
1/12/2019,1626,south
1/12/2019,1617,east
1/12/2019,1680,west
2/12/2019,1608,north
2/12/2019,1713,south
2/12/2019,1632,east
2/12/2019,1680,west
3/12/2019,1791,north
3/12/2019,1761,south
3/12/2019,1749,east
3/12/2019,1626,west
4/12/2019,1773,north
4/12/2019,1623,south
4/12/2019,1662,east
4/12/2019,1731,west
5/12/2019,1755,north
5/12/2019,1602,south
5/12/2019,1740,east
5/12/2019,1605,west
6/12/2019,1680,north
6/12/2019,1572,south
6/12/2019,1542,east
6/12/2019,1779,west
7/12/2019,1671,north
7/12/2019,1722,south
7/12/2019,1728,east
7/12/2019,1659,west
8/12/2019,1770,north
8/12/2019,1632,south
8/12/2019,1536,east
8/12/2019,1734,west
9/12/2019,1584,north
9/12/2019,1713,south
9/12/2019,1728,east
9/12/2019,1725,west
10/12/2019,1506,north
10/12/2019,1503,south
10/12/2019,1521,east
10/12/2019,1713,west
11/12/2019,1635,north
11/12/2019,1506,south
11/12/2019,1542,east
11/12/2019,1551,west
12/12/2019,1623,north
12/12/2019,1719,south
12/12/2019,1563,east
12/12/2019,1791,west
13/12/2019,1800,north
13/12/2019,1800,south
13/12/2019,1740,east
13/12/2019,1755,west
14/12/2019,1716,north
14/12/2019,1632,south
14/12/2019,1599,east
14/12/2019,1632,west
15/12/2019,1725,north
15/12/2019,1743,south
15/12/2019,1587,east
15/12/2019,1608,west
16/12/2019,1662,north
16/12/2019,1791,south
16/12/2019,1773,east
16/12/2019,1650,west
17/12/2019,1518,north
17/12/2019,1749,south
17/12/2019,1689,east
17/12/2019,1533,west
18/12/2019,1533,north
18/12/2019,1641,south
18/12/2019,1590,east
18/12/2019,1740,west
19/12/2019,1665,north
19/12/2019,1773,south
19/12/2019,1503,east
19/12/2019,1542,west
20/12/2019,1788,north
20/12/2019,1773,south
20/12/2019,1788,east
20/12/2019,1785,west
21/12/2019,1605,north
21/12/2019,1701,south
21/12/2019,1626,east
21/12/2019,1623,west
22/12/2019,1671,north
22/12/2019,1629,south
22/12/2019,1725,east
22/12/2019,1557,west
23/12/2019,1671,north
23/12/2019,1662,south
23/12/2019,1674,east
23/12/2019,1671,west
24/12/2019,1620,north
24/12/2019,1716,south
24/12/2019,1674,east
24/12/2019,1686,west
25/12/2019,1752,north
25/12/2019,1725,south
25/12/2019,1545,east
25/12/2019,1506,west
26/12/2019,1539,north
26/12/2019,1716,south
26/12/2019,1500,east
26/12/2019,1794,west
27/12/2019,1716,north
27/12/2019,1665,south
27/12/2019,1557,east
27/12/2019,1620,west
28/12/2019,1779,north
28/12/2019,1779,south
28/12/2019,1752,east
28/12/2019,1773,west
29/12/2019,1800,north
29/12/2019,1773,south
29/12/2019,1767,east
29/12/2019,1683,west
30/12/2019,1542,north
30/12/2019,1728,south
30/12/2019,1569,east
30/12/2019,1659,west
31/12/2019,1581,north
31/12/2019,1713,south
31/12/2019,1533,east
31/12/2019,1692,west
1/01/2020,1506,north
1/01/2020,1659,south
1/01/2020,1719,east
1/01/2020,1704,west
2/01/2020,1767,north
2/01/2020,1542,south
2/01/2020,1542,east
2/01/2020,1629,west
3/01/2020,1659,north
3/01/2020,1539,south
3/01/2020,1734,east
3/01/2020,1761,west
4/01/2020,1560,north
4/01/2020,1767,south
4/01/2020,1791,east
4/01/2020,1632,west
5/01/2020,1716,north
5/01/2020,1536,south
5/01/2020,1662,east
5/01/2020,1680,west
6/01/2020,1689,north
6/01/2020,1779,south
6/01/2020,1512,east
6/01/2020,1578,west
7/01/2020,1560,north
7/01/2020,1581,south
7/01/2020,1677,east
7/01/2020,1599,west
8/01/2020,1713,north
8/01/2020,1800,south
8/01/2020,1767,east
8/01/2020,1752,west
9/01/2020,1509,north
9/01/2020,1539,south
9/01/2020,1671,east
9/01/2020,1668,west
10/01/2020,1692,north
10/01/2020,1584,south
10/01/2020,1710,east
10/01/2020,1686,west
11/01/2020,1617,north
11/01/2020,1665,south
11/01/2020,1722,east
11/01/2020,1551,west
12/01/2020,1620,north
12/01/2020,1791,south
12/01/2020,1662,east
12/01/2020,1656,west
13/01/2020,1644,north
13/01/2020,1659,south
13/01/2020,1740,east
13/01/2020,1668,west
14/01/2020,1566,north
14/01/2020,1575,south
14/01/2020,1566,east
14/01/2020,1578,west
15/01/2020,1737,north
15/01/2020,1596,south
15/01/2020,1776,east
15/01/2020,1638,west
16/01/2020,1749,north
16/01/2020,1752,south
16/01/2020,1635,east
16/01/2020,1581,west
17/01/2020,1521,north
17/01/2020,1536,south
17/01/2020,1665,east
17/01/2020,1782,west
18/01/2020,1650,north
18/01/2020,1749,south
18/01/2020,1797,east
18/01/2020,1650,west
19/01/2020,1608,north
19/01/2020,1608,south
19/01/2020,1575,east
19/01/2020,1590,west
20/01/2020,1665,north
20/01/2020,1596,south
20/01/2020,1581,east
20/01/2020,1695,west
21/01/2020,1647,north
21/01/2020,1776,south
21/01/2020,1719,east
21/01/2020,1578,west
22/01/2020,1503,north
22/01/2020,1569,south
22/01/2020,1731,east
22/01/2020,1551,west
23/01/2020,1626,north
23/01/2020,1518,south
23/01/2020,1575,east
23/01/2020,1611,west
24/01/2020,1629,north
24/01/2020,1704,south
24/01/2020,1656,east
24/01/2020,1554,west
25/01/2020,1575,north
25/01/2020,1638,south
25/01/2020,1635,east
25/01/2020,1548,west
26/01/2020,1710,north
26/01/2020,1584,south
26/01/2020,1716,east
26/01/2020,1602,west
27/01/2020,1569,north
27/01/2020,1506,south
27/01/2020,1671,east
27/01/2020,1584,west
28/01/2020,1689,north
28/01/2020,1773,south
28/01/2020,1647,east
28/01/2020,1503,west
29/01/2020,1593,north
29/01/2020,1506,south
29/01/2020,1740,east
29/01/2020,1572,west
30/01/2020,1620,north
30/01/2020,1542,south
30/01/2020,1593,east
30/01/2020,1500,west
31/01/2020,1635,north
31/01/2020,1656,south
31/01/2020,1779,east
31/01/2020,1605,west
1/02/2020,1602,north
1/02/2020,1794,south
1/02/2020,1677,east
1/02/2020,1521,west
2/02/2020,1707,north
2/02/2020,1665,south
2/02/2020,1713,east
2/02/2020,1659,west
3/02/2020,1548,north
3/02/2020,1647,south
3/02/2020,1764,east
3/02/2020,1662,west
4/02/2020,1563,north
4/02/2020,1755,south
4/02/2020,1659,east
4/02/2020,1575,west
5/02/2020,1716,north
5/02/2020,1506,south
5/02/2020,1734,east
5/02/2020,1704,west
6/02/2020,1512,north
6/02/2020,1572,south
6/02/2020,1782,east
6/02/2020,1554,west
7/02/2020,1782,north
7/02/2020,1701,south
7/02/2020,1698,east
7/02/2020,1671,west
8/02/2020,1584,north
8/02/2020,1602,south
8/02/2020,1755,east
8/02/2020,1614,west
9/02/2020,1743,north
9/02/2020,1788,south
9/02/2020,1644,east
9/02/2020,1728,west
10/02/2020,1599,north
10/02/2020,1689,south
10/02/2020,1776,east
10/02/2020,1569,west
11/02/2020,1791,north
11/02/2020,1638,south
11/02/2020,1716,east
11/02/2020,1788,west
12/02/2020,1758,north
12/02/2020,1752,south
12/02/2020,1599,east
12/02/2020,1533,west
13/02/2020,1548,north
13/02/2020,1800,south
13/02/2020,1659,east
13/02/2020,1617,west
14/02/2020,1746,north
14/02/2020,1644,south
14/02/2020,1698,east
14/02/2020,1533,west
15/02/2020,1704,north
15/02/2020,1524,south
15/02/2020,1545,east
15/02/2020,1731,west
16/02/2020,1665,north
16/02/2020,1791,south
16/02/2020,1605,east
16/02/2020,1743,west
17/02/2020,1677,north
17/02/2020,1590,south
17/02/2020,1722,east
17/02/2020,1743,west
18/02/2020,1668,north
18/02/2020,1620,south
18/02/2020,1704,east
18/02/2020,1683,west
19/02/2020,1551,north
19/02/2020,1650,south
19/02/2020,1689,east
19/02/2020,1638,west
20/02/2020,1518,north
20/02/2020,1593,south
20/02/2020,1632,east
20/02/2020,1602,west
21/02/2020,1761,north
21/02/2020,1755,south
21/02/2020,1581,east
21/02/2020,1794,west
22/02/2020,1545,north
22/02/2020,1689,south
22/02/2020,1632,east
22/02/2020,1668,west
23/02/2020,1638,north
23/02/2020,1602,south
23/02/2020,1686,east
23/02/2020,1776,west
24/02/2020,1593,north
24/02/2020,1734,south
24/02/2020,1608,east
24/02/2020,1617,west
25/02/2020,1656,north
25/02/2020,1722,south
25/02/2020,1566,east
25/02/2020,1548,west
26/02/2020,1545,north
26/02/2020,1521,south
26/02/2020,1728,east
26/02/2020,1668,west
27/02/2020,1698,north
27/02/2020,1599,south
27/02/2020,1581,east
27/02/2020,1527,west
28/02/2020,1509,north
28/02/2020,1686,south
28/02/2020,1590,east
28/02/2020,1689,west
29/02/2020,1671,north
29/02/2020,1728,south
29/02/2020,1524,east
29/02/2020,1656,west
1/03/2020,1593,north
1/03/2020,1626,south
1/03/2020,1626,east
1/03/2020,1692,west
2/03/2020,1509,north
2/03/2020,1788,south
2/03/2020,1572,east
2/03/2020,1569,west
3/03/2020,1632,north
3/03/2020,1548,south
3/03/2020,1623,east
3/03/2020,1506,west
4/03/2020,1773,north
4/03/2020,1677,south
4/03/2020,1638,east
4/03/2020,1569,west
5/03/2020,1794,north
5/03/2020,1764,south
5/03/2020,1530,east
5/03/2020,1770,west
6/03/2020,1623,north
6/03/2020,1734,south
6/03/2020,1698,east
6/03/2020,1503,west
7/03/2020,1641,north
7/03/2020,1581,south
7/03/2020,1797,east
7/03/2020,1674,west
8/03/2020,1701,north
8/03/2020,1590,south
8/03/2020,1599,east
8/03/2020,1791,west
9/03/2020,1719,north
9/03/2020,1776,south
9/03/2020,1542,east
9/03/2020,1740,west
10/03/2020,1644,north
10/03/2020,1653,south
10/03/2020,1797,east
10/03/2020,1740,west
11/03/2020,1605,north
11/03/2020,1584,south
11/03/2020,1662,east
11/03/2020,1572,west
12/03/2020,1635,north
12/03/2020,1548,south
12/03/2020,1680,east
12/03/2020,1767,west
13/03/2020,1554,north
13/03/2020,1686,south
13/03/2020,1749,east
13/03/2020,1554,west
14/03/2020,1662,north
14/03/2020,1557,south
14/03/2020,1755,east
14/03/2020,1758,west
15/03/2020,1500,north
15/03/2020,1665,south
15/03/2020,1761,east
15/03/2020,1626,west
16/03/2020,1650,north
16/03/2020,1722,south
16/03/2020,1641,east
16/03/2020,1611,west
17/03/2020,1701,north
17/03/2020,1701,south
17/03/2020,1794,east
17/03/2020,1509,west
18/03/2020,1566,north
18/03/2020,1716,south
18/03/2020,1701,east
18/03/2020,1605,west
19/03/2020,1581,north
19/03/2020,1797,south
19/03/2020,1725,east
19/03/2020,1554,west
20/03/2020,1665,north
20/03/2020,1641,south
20/03/2020,1677,east
20/03/2020,1707,west
21/03/2020,1575,north
21/03/2020,1674,south
21/03/2020,1707,east
21/03/2020,1710,west
22/03/2020,1644,north
22/03/2020,1668,south
22/03/2020,1674,east
22/03/2020,1737,west
23/03/2020,1767,north
23/03/2020,1620,south
23/03/2020,1593,east
23/03/2020,1542,west
24/03/2020,1548,north
24/03/2020,1662,south
24/03/2020,1740,east
24/03/2020,1572,west
25/03/2020,1779,north
25/03/2020,1770,south
25/03/2020,1623,east
25/03/2020,1575,west
26/03/2020,1785,north
26/03/2020,1671,south
26/03/2020,1749,east
26/03/2020,1791,west
27/03/2020,1713,north
27/03/2020,1623,south
27/03/2020,1605,east
27/03/2020,1566,west
28/03/2020,1569,north
28/03/2020,1605,south
28/03/2020,1728,east
28/03/2020,1665,west
29/03/2020,1782,north
29/03/2020,1800,south
29/03/2020,1518,east
29/03/2020,1800,west
30/03/2020,1515,north
30/03/2020,1764,south
30/03/2020,1632,east
30/03/2020,1608,west
31/03/2020,1794,north
31/03/2020,1635,south
31/03/2020,1572,east
31/03/2020,1629,west
1/04/2020,1557,north
1/04/2020,1536,south
1/04/2020,1587,east
1/04/2020,1728,west
2/04/2020,1779,north
2/04/2020,1773,south
2/04/2020,1794,east
2/04/2020,1503,west
3/04/2020,1767,north
3/04/2020,1743,south
3/04/2020,1560,east
3/04/2020,1746,west
4/04/2020,1731,north
4/04/2020,1692,south
4/04/2020,1722,east
4/04/2020,1563,west
5/04/2020,1797,north
5/04/2020,1755,south
5/04/2020,1611,east
5/04/2020,1635,west
6/04/2020,1752,north
6/04/2020,1749,south
6/04/2020,1782,east
6/04/2020,1521,west
7/04/2020,1752,north
7/04/2020,1686,south
7/04/2020,1500,east
7/04/2020,1785,west
8/04/2020,1611,north
8/04/2020,1794,south
8/04/2020,1734,east
8/04/2020,1659,west
9/04/2020,1650,north
9/04/2020,1587,south
9/04/2020,1629,east
9/04/2020,1506,west
10/04/2020,1794,north
10/04/2020,1551,south
10/04/2020,1503,east
10/04/2020,1776,west
11/04/2020,1659,north
11/04/2020,1590,south
11/04/2020,1515,east
11/04/2020,1506,west
12/04/2020,1722,north
12/04/2020,1512,south
12/04/2020,1773,east
12/04/2020,1635,west
13/04/2020,1548,north
13/04/2020,1692,south
13/04/2020,1698,east
13/04/2020,1755,west
14/04/2020,1521,north
14/04/2020,1593,south
14/04/2020,1644,east
14/04/2020,1587,west
15/04/2020,1800,north
15/04/2020,1788,south
15/04/2020,1764,east
15/04/2020,1650,west
16/04/2020,1704,north
16/04/2020,1659,south
16/04/2020,1644,east
16/04/2020,1500,west
17/04/2020,1734,north
17/04/2020,1617,south
17/04/2020,1584,east
17/04/2020,1569,west
18/04/2020,1623,north
18/04/2020,1500,south
18/04/2020,1578,east
18/04/2020,1590,west
19/04/2020,1761,north
19/04/2020,1728,south
19/04/2020,1716,east
19/04/2020,1704,west
20/04/2020,1665,north
20/04/2020,1515,south
20/04/2020,1725,east
20/04/2020,1695,west
21/04/2020,1755,north
21/04/2020,1521,south
21/04/2020,1629,east
21/04/2020,1686,west
22/04/2020,1614,north
22/04/2020,1614,south
22/04/2020,1569,east
22/04/2020,1527,west
23/04/2020,1764,north
23/04/2020,1524,south
23/04/2020,1611,east
23/04/2020,1785,west
24/04/2020,1716,north
24/04/2020,1692,south
24/04/2020,1506,east
24/04/2020,1533,west
25/04/2020,1638,north
25/04/2020,1638,south
25/04/2020,1755,east
25/04/2020,1545,west
26/04/2020,1512,north
26/04/2020,1593,south
26/04/2020,1674,east
26/04/2020,1719,west
27/04/2020,1530,north
27/04/2020,1593,south
27/04/2020,1641,east
27/04/2020,1575,west
28/04/2020,1788,north
28/04/2020,1749,south
28/04/2020,1581,east
28/04/2020,1524,west
29/04/2020,1680,north
29/04/2020,1674,south
29/04/2020,1773,east
29/04/2020,1674,west
30/04/2020,1779,north
30/04/2020,1569,south
30/04/2020,1590,east
30/04/2020,1689,west
1/05/2020,1755,north
1/05/2020,1752,south
1/05/2020,1641,east
1/05/2020,1605,west
2/05/2020,1587,north
2/05/2020,1521,south
2/05/2020,1605,east
2/05/2020,1557,west
3/05/2020,1680,north
3/05/2020,1566,south
3/05/2020,1719,east
3/05/2020,1563,west
4/05/2020,1569,north
4/05/2020,1608,south
4/05/2020,1578,east
4/05/2020,1641,west
5/05/2020,1587,north
5/05/2020,1674,south
5/05/2020,1500,east
5/05/2020,1686,west
6/05/2020,1521,north
6/05/2020,1683,south
6/05/2020,1767,east
6/05/2020,1776,west
7/05/2020,1557,north
7/05/2020,1623,south
7/05/2020,1557,east
7/05/2020,1746,west
8/05/2020,1680,north
8/05/2020,1587,south
8/05/2020,1695,east
8/05/2020,1629,west
9/05/2020,1674,north
9/05/2020,1620,south
9/05/2020,1560,east
9/05/2020,1590,west
10/05/2020,1623,north
10/05/2020,1689,south
10/05/2020,1656,east
10/05/2020,1695,west
11/05/2020,1674,north
11/05/2020,1554,south
11/05/2020,1680,east
11/05/2020,1575,west
12/05/2020,1500,north
12/05/2020,1791,south
12/05/2020,1614,east
12/05/2020,1695,west
13/05/2020,1767,north
13/05/2020,1725,south
13/05/2020,1701,east
13/05/2020,1629,west
14/05/2020,1656,north
14/05/2020,1713,south
14/05/2020,1737,east
14/05/2020,1671,west
15/05/2020,1533,north
15/05/2020,1644,south
15/05/2020,1560,east
15/05/2020,1740,west
16/05/2020,1767,north
16/05/2020,1791,south
16/05/2020,1509,east
16/05/2020,1614,west
17/05/2020,1566,north
17/05/2020,1758,south
17/05/2020,1668,east
17/05/2020,1707,west
18/05/2020,1638,north
18/05/2020,1596,south
18/05/2020,1767,east
18/05/2020,1683,west
19/05/2020,1641,north
19/05/2020,1713,south
19/05/2020,1515,east
19/05/2020,1602,west
20/05/2020,1575,north
20/05/2020,1791,south
20/05/2020,1545,east
20/05/2020,1686,west
21/05/2020,1587,north
21/05/2020,1791,south
21/05/2020,1653,east
21/05/2020,1671,west
22/05/2020,1542,north
22/05/2020,1686,south
22/05/2020,1569,east
22/05/2020,1518,west
23/05/2020,1620,north
23/05/2020,1536,south
23/05/2020,1713,east
23/05/2020,1788,west
24/05/2020,1773,north
24/05/2020,1785,south
24/05/2020,1509,east
24/05/2020,1713,west
25/05/2020,1536,north
25/05/2020,1704,south
25/05/2020,1563,east
25/05/2020,1539,west
26/05/2020,1545,north
26/05/2020,1530,south
26/05/2020,1758,east
26/05/2020,1656,west
27/05/2020,1563,north
27/05/2020,1758,south
27/05/2020,1656,east
27/05/2020,1707,west
28/05/2020,1581,north
28/05/2020,1569,south
28/05/2020,1533,east
28/05/2020,1566,west
29/05/2020,1722,north
29/05/2020,1602,south
29/05/2020,1698,east
29/05/2020,1566,west
30/05/2020,1599,north
30/05/2020,1788,south
30/05/2020,1743,east
30/05/2020,1647,west
31/05/2020,1566,north
31/05/2020,1608,south
31/05/2020,1791,east
31/05/2020,1764,west
1/06/2020,1752,north
1/06/2020,1608,south
1/06/2020,1554,east
1/06/2020,1710,west
2/06/2020,1677,north
2/06/2020,1794,south
2/06/2020,1800,east
2/06/2020,1767,west
3/06/2020,1782,north
3/06/2020,1584,south
3/06/2020,1545,east
3/06/2020,1617,west
4/06/2020,1644,north
4/06/2020,1527,south
4/06/2020,1707,east
4/06/2020,1773,west
5/06/2020,1587,north
5/06/2020,1632,south
5/06/2020,1569,east
5/06/2020,1566,west
6/06/2020,1683,north
6/06/2020,1689,south
6/06/2020,1704,east
6/06/2020,1749,west
7/06/2020,1620,north
7/06/2020,1650,south
7/06/2020,1743,east
7/06/2020,1674,west
8/06/2020,1527,north
8/06/2020,1638,south
8/06/2020,1584,east
8/06/2020,1695,west
9/06/2020,1503,north
9/06/2020,1569,south
9/06/2020,1572,east
9/06/2020,1593,west
10/06/2020,1761,north
10/06/2020,1512,south
10/06/2020,1617,east
10/06/2020,1593,west
11/06/2020,1590,north
11/06/2020,1611,south
11/06/2020,1719,east
11/06/2020,1719,west
12/06/2020,1512,north
12/06/2020,1776,south
12/06/2020,1575,east
12/06/2020,1746,west
13/06/2020,1581,north
13/06/2020,1689,south
13/06/2020,1776,east
13/06/2020,1560,west
14/06/2020,1734,north
14/06/2020,1788,south
14/06/2020,1743,east
14/06/2020,1719,west
15/06/2020,1542,north
15/06/2020,1758,south
15/06/2020,1674,east
15/06/2020,1584,west
16/06/2020,1668,north
16/06/2020,1620,south
16/06/2020,1695,east
16/06/2020,1638,west
17/06/2020,1554,north
17/06/2020,1659,south
17/06/2020,1734,east
17/06/2020,1527,west
18/06/2020,1611,north
18/06/2020,1734,south
18/06/2020,1743,east
18/06/2020,1557,west
19/06/2020,1800,north
19/06/2020,1536,south
19/06/2020,1578,east
19/06/2020,1515,west
20/06/2020,1647,north
20/06/2020,1641,south
20/06/2020,1614,east
20/06/2020,1518,west
21/06/2020,1755,north
21/06/2020,1620,south
21/06/2020,1725,east
21/06/2020,1668,west
22/06/2020,1761,north
22/06/2020,1542,south
22/06/2020,1539,east
22/06/2020,1524,west
23/06/2020,1767,north
23/06/2020,1581,south
23/06/2020,1770,east
23/06/2020,1758,west
24/06/2020,1617,north
24/06/2020,1518,south
24/06/2020,1791,east
24/06/2020,1695,west
25/06/2020,1503,north
25/06/2020,1794,south
25/06/2020,1638,east
25/06/2020,1536,west
26/06/2020,1707,north
26/06/2020,1578,south
26/06/2020,1719,east
26/06/2020,1728,west
27/06/2020,1644,north
27/06/2020,1527,south
27/06/2020,1578,east
27/06/2020,1623,west
28/06/2020,1608,north
28/06/2020,1779,south
28/06/2020,1689,east
